"symbol"	"Chr"	"start"	"end"	"id"
"88"	"RGS2"	"1"	192778169	192781407	"5997"
"89"	"PTPRC"	"1"	198608098	198726605	"5788"
"90"	"KIF14"	"1"	200520625	200589862	"9928"
"91"	"CAMSAP2"	"1"	200708686	200829835	"23271"
"92"	"CSRP1"	"1"	201452658	201476387	"1465"
"93"	"KDM5B"	"1"	202694313	202778598	"10765"
"94"	"PIK3C2B"	"1"	204391758	204459474	"5287"
"95"	"IKBKE"	"1"	206643586	206670223	"9641"
"96"	"DYRK3"	"1"	206808881	206822542	"8444"
"97"	"MAPKAPK2"	"1"	206858365	206907630	"9261"
"98"	"LPGAT1"	"1"	211916799	212004114	"9926"
"99"	"PPP2R5A"	"1"	212458879	212535205	"5525"
"100"	"NENF"	"1"	212606229	212619721	"29937"
"101"	"EPRS"	"1"	220141942	220220000	"2058"
"102"	"IARS2"	"1"	220267455	220321383	"55699"
"103"	"TP53BP2"	"1"	223967595	224033674	"7159"
"104"	"NVL"	"1"	224415036	224517891	"4931"
"105"	"LBR"	"1"	225589204	225616557	"3930"
"106"	"ACBD3"	"1"	226332380	226374423	"64746"
"107"	"PARP1"	"1"	226548392	226595801	"142"
"108"	"ADCK3"	"1"	227127938	227175246	NA
"109"	"RAB4A"	"1"	229406809	229441640	"5867"
"110"	"NUP133"	"1"	229577044	229644088	"55746"
"111"	"COG2"	"1"	230778202	230829731	"22796"
"112"	"KCNK1"	"1"	233749750	233808258	"3775"
"113"	"TARBP1"	"1"	234527059	234614849	"6894"
"114"	"RBM34"	"1"	235294498	235324571	"23029"
"115"	"ARID4B"	"1"	235330210	235491532	"51742"
"116"	"LGALS8"	"1"	236681514	236716279	"3964"
"117"	"HEATR1"	"1"	236712305	236767841	"55127"
"118"	"SCCPDH"	"1"	246887378	246931440	"51097"
"119"	"ADI1"	"2"	3501690	3523350	"55256"
"120"	"ID2"	"2"	8822113	8824583	"3398"
"121"	"ITGB1BP1"	"2"	9545815	9563643	"9270"
"122"	"DNMT3A"	"2"	25455830	25565459	"1788"
"123"	"SLC5A6"	"2"	27422455	27435175	"8884"
"124"	"RBKS"	"2"	28004231	28113263	"64080"
"125"	"FEZ2"	"2"	36779404	36825332	"9637"
"126"	"CEBPZ"	"2"	37428775	37458740	"10153"
"127"	"MSH6"	"2"	48010221	48034092	"2956"
"128"	"FBXO11"	"2"	48034059	48132932	"80204"
"129"	"SLC1A4"	"2"	65215579	65251000	"6509"
"130"	"SPRED2"	"2"	65537985	65659656	"200734"
"131"	"GFPT1"	"2"	69546901	69614386	"2673"
"132"	"SPR"	"2"	73114512	73119289	"6697"
"133"	"DUSP11"	"2"	73989325	74007284	"8446"
"134"	"STAMBP"	"2"	74056043	74094295	"10617"
"135"	"MTHFD2"	"2"	74425690	74442424	"10797"
"136"	"MRPL19"	"2"	75873909	75889334	"9801"
"137"	"MAT2A"	"2"	85766101	85772403	"4144"
"138"	"ST3GAL5"	"2"	86066271	86116157	"8869"
"139"	"KDM3A"	"2"	86668271	86719839	"55818"
"140"	"RPIA"	"2"	88991176	89050452	"22934"
"141"	"TXNDC9"	"2"	99935487	99952860	"10190"
"142"	"MAP4K4"	"2"	102314165	102511152	"9448"
"143"	"FHL2"	"2"	105977283	106055230	"2274"
"144"	"NCK2"	"2"	106361520	106510730	"8440"
"145"	"IL1B"	"2"	113587337	113594356	"3553"
"146"	"PAX8"	"2"	113973574	114036498	"7849"
"147"	"RALB"	"2"	121010414	121052286	"5899"
"148"	"GLI2"	"2"	121554867	121750229	"2736"
"149"	"CXCR4"	"2"	136871919	136875725	"7852"
"150"	"KIF5C"	"2"	149632792	149883273	"3800"
"151"	"HAT1"	"2"	172778935	172848600	"8520"
"152"	"CHN1"	"2"	175664042	175870107	"1123"
"153"	"NFE2L2"	"2"	178095031	178129859	"4780"
"154"	"INPP1"	"2"	191208196	191236391	"3628"
"155"	"STAT1"	"2"	191833762	191878976	"6772"
"156"	"HSPD1"	"2"	198351308	198364998	"3329"
"157"	"CFLAR"	"2"	201980827	202037411	"8837"
"158"	"CASP10"	"2"	202047604	202094129	"843"
"159"	"TRAK2"	"2"	202241930	202316319	"66008"
"160"	"FZD7"	"2"	202899310	202903160	"8324"
"161"	"CREB1"	"2"	208394616	208470284	"1385"
"162"	"PECR"	"2"	216903111	216946539	"55825"
"163"	"ABCB6"	"2"	220074488	220083712	"10058"
"164"	"DNAJB2"	"2"	220144040	220151622	"3300"
"165"	"CAB39"	"2"	231577557	231685790	"51719"
"166"	"ARL4C"	"2"	235401686	235405697	"10123"
"167"	"GPC1"	"2"	241375115	241407495	"2817"
"168"	"STK25"	"2"	242434122	242448987	"10494"
"169"	"BHLHE40"	"3"	5021097	5026865	"8553"
"170"	"EDEM1"	"3"	5229359	5261650	"9695"
"171"	"TATDN2"	"3"	10290177	10322906	"9797"
"172"	"VGLL4"	"3"	11597541	11762242	"9686"
"173"	"PPARG"	"3"	12329349	12475855	"5468"
"174"	"TSEN2"	"3"	12525931	12574820	"80746"
"175"	"SH3BP5"	"3"	15295863	15382901	"9467"
"176"	"SATB1"	"3"	18389133	18480265	"6304"
"177"	"TGFBR2"	"3"	30647994	30735633	"7048"
"178"	"CRTAP"	"3"	33155450	33189265	"10491"
"179"	"ACAA1"	"3"	38164201	38178733	"30"
"180"	"OXSR1"	"3"	38207026	38296979	"9943"
"181"	"ANO10"	"3"	43407818	43663560	"55129"
"182"	"SACM1L"	"3"	45730754	45786900	"22908"
"183"	"SMARCC1"	"3"	47627378	47823405	"6599"
"184"	"CDC25A"	"3"	48198668	48229801	"993"
"185"	"ZNF589"	"3"	48282596	48312479	"51385"
"186"	"P4HTM"	"3"	49027341	49044581	"54681"
"187"	"RHOA"	"3"	49396569	49449530	"387"
"188"	"TCTA"	"3"	49449639	49453909	"6988"
"189"	"DAG1"	"3"	49506136	49573051	"1605"
"190"	"RBM6"	"3"	49977477	50114685	"10180"
"191"	"GNAI2"	"3"	50264120	50296786	"2771"
"192"	"IFRD2"	"3"	50325163	50330026	"7866"
"193"	"NPRL2"	"3"	50384919	50388486	"10641"
"194"	"MAPKAPK3"	"3"	50649293	50686728	"7867"
"195"	"RBM15B"	"3"	51428699	51435336	"29890"
"196"	"ALAS1"	"3"	52232099	52248343	"211"
"197"	"TWF2"	"3"	52262626	52273183	"11344"
"198"	"NISCH"	"3"	52489524	52527088	"11188"
"199"	"NT5DC2"	"3"	52558385	52569093	"64943"
"200"	"TMEM110"	"3"	52870772	52931597	"375346"
"201"	"PRKCD"	"3"	53195223	53226733	"5580"
"202"	"ABHD6"	"3"	58223259	58280461	"57406"
"203"	"EPHA3"	"3"	89156674	89531284	"2042"
"204"	"PROS1"	"3"	93591881	93692934	"5627"
"205"	"TOMM70A"	"3"	100082303	100120242	NA
"206"	"CBLB"	"3"	105377109	105587887	"868"
"207"	"ATG3"	"3"	112251354	112280810	"64422"
"208"	"GTPBP8"	"3"	112709800	112720221	"29083"
"209"	"PDIA5"	"3"	122785856	122880953	"10954"
"210"	"MYLK"	"3"	123331143	123603149	"4638"
"211"	"ITGB5"	"3"	124480795	124606152	"3693"
"212"	"RUVBL1"	"3"	127799800	127842671	"8607"
"213"	"GATA2"	"3"	128198265	128212030	"2624"
"214"	"RPN1"	"3"	128338813	128369719	"6184"
"215"	"PIK3R4"	"3"	130397778	130465696	"30849"
"216"	"ATP2C1"	"3"	130569369	130735555	"27032"
"217"	"TOPBP1"	"3"	133319449	133380737	"11073"
"218"	"PCCB"	"3"	135969167	136049013	"5096"
"219"	"NCK1"	"3"	136581050	136670452	"4690"
"220"	"FAIM"	"3"	138327542	138352213	"55179"
"221"	"COPB2"	"3"	139076433	139108522	"9276"
"222"	"PLS1"	"3"	142315229	142432505	"5357"
"223"	"PLSCR1"	"3"	146232967	146262628	"5359"
"224"	"MBNL1"	"3"	151986257	152183569	"4154"
"225"	"TIPARP"	"3"	156392205	156424557	"25976"
"226"	"SMC4"	"3"	160117092	160152749	"10051"
"227"	"PIK3CA"	"3"	178866311	178952497	"5290"
"228"	"SOX2"	"3"	181429712	181432223	"6657"
"229"	"ATP11B"	"3"	182511291	182639421	"23200"
"230"	"ABCC5"	"3"	183637724	183735727	"10057"
"231"	"ABCF3"	"3"	183903863	183911795	"55324"
"232"	"PSMD2"	"3"	184016886	184026842	"5708"
"233"	"EIF4G1"	"3"	184032283	184053146	"1981"
"234"	"IGF2BP2"	"3"	185361527	185542827	"10644"
"235"	"RPL39L"	"3"	186838741	186857263	"116832"
"236"	"HES1"	"3"	193853931	193856401	"3280"
"237"	"BDH1"	"3"	197236654	197300194	"622"
"238"	"MFSD10"	"4"	2932288	2936586	"10227"
"239"	"LRPAP1"	"4"	3505324	3534224	"4043"
"240"	"WFS1"	"4"	6271577	6304992	"7466"
"241"	"LAP3"	"4"	17578927	17609590	"51056"
"242"	"UGDH"	"4"	39500375	39529218	"7358"
"243"	"PDS5A"	"4"	39824483	39979576	"23244"
"244"	"APBB2"	"4"	40812044	41216635	"323"
"245"	"DCUN1D4"	"4"	52709166	52783003	"23142"
"246"	"SGCB"	"4"	52886861	52904485	"6443"
"247"	"CHIC2"	"4"	54875958	54930815	"26511"
"248"	"KIT"	"4"	55524095	55606881	"3815"
"249"	"PAICS"	"4"	57301915	57327534	"10606"
"250"	"DCK"	"4"	71859265	71896629	"1633"
"251"	"CXCL2"	"4"	74962754	74964997	"2920"
"252"	"ENOPH1"	"4"	83351633	83382328	"58478"
"253"	"HSD17B11"	"4"	88257677	88312455	"51170"
"254"	"NUDT9"	"4"	88343728	88380606	"53343"
"255"	"SPP1"	"4"	88896802	88904563	"6696"
"256"	"HERC6"	"4"	89299891	89364249	"55008"
"257"	"SNCA"	"4"	90645250	90759447	"6622"
"258"	"ADH5"	"4"	99992130	100009939	"128"
"259"	"CENPE"	"4"	104026963	104119566	"1062"
"260"	"HADH"	"4"	108910870	108956331	"3033"
"261"	"EGF"	"4"	110834040	110934118	"1950"
"262"	"ELOVL6"	"4"	110970229	111119820	"79071"
"263"	"CCNA2"	"4"	122737599	122745088	"890"
"264"	"SLC7A11"	"4"	139085248	139163572	"23657"
"265"	"INPP4B"	"4"	142949182	143767604	"8821"
"266"	"LSM6"	"4"	147096835	147111213	"11157"
"267"	"TRIM2"	"4"	154074270	154260474	"23321"
"268"	"DCTD"	"4"	183811244	183838630	"1635"
"269"	"CASP3"	"4"	185548850	185570629	"836"
"270"	"SLC25A4"	"4"	186064417	186071538	"291"
"271"	"FAT1"	"4"	187508937	187644987	"2195"
"272"	"TERT"	"5"	1253287	1295162	"7015"
"273"	"PAPD7"	"5"	6714718	6757161	"11044"
"274"	"MYO10"	"5"	16662016	16936385	"4651"
"275"	"RAI14"	"5"	34656433	34832717	"26064"
"276"	"OXCT1"	"5"	41730167	41870791	"5019"
"277"	"GHR"	"5"	42423877	42721980	"2690"
"278"	"ZNF131"	"5"	43121003	43176426	"7690"
"279"	"HMGCS1"	"5"	43287572	43313614	"3157"
"280"	"NNT"	"5"	43602791	43705668	"23530"
"281"	"DHX29"	"5"	54552073	54603521	"54505"
"282"	"CCNB1"	"5"	68462837	68474070	"891"
"283"	"CDK7"	"5"	68530622	68573257	"1022"
"284"	"HMGCR"	"5"	74632993	74657926	"3156"
"285"	"SSBP2"	"5"	80713179	81047072	"23635"
"286"	"RASA1"	"5"	86564070	86687743	"5921"
"287"	"CCNH"	"5"	86690079	86708850	"902"
"288"	"MEF2C"	"5"	88014058	88199922	"4208"
"289"	"CETN3"	"5"	89689152	89705603	"1070"
"290"	"GLRX"	"5"	95149553	95158577	"2745"
"291"	"CAST"	"5"	95997741	96110385	"831"
"292"	"SLC25A46"	"5"	110073837	110100861	"91137"
"293"	"REEP5"	"5"	112212081	112258031	"7905"
"294"	"PPIC"	"5"	122359078	122372425	"5480"
"295"	"ALDH7A1"	"5"	125877533	125931082	"501"
"296"	"ISOC1"	"5"	128430442	128449719	"51015"
"297"	"P4HA2"	"5"	131528304	131563556	"8974"
"298"	"HSPA4"	"5"	132387662	132440709	"3308"
"299"	"SKP1"	"5"	133492082	133512724	"6500"
"300"	"JADE2"	"5"	133860066	133918920	"23338"
"301"	"KIF20A"	"5"	137514417	137523404	"10112"
"302"	"EGR1"	"5"	137801181	137805004	"1958"
"303"	"GNPDA1"	"5"	141380234	141392620	"10007"
"304"	"NR3C1"	"5"	142657496	142815077	"2908"
"305"	"TCERG1"	"5"	145826873	145891069	"10915"
"306"	"ADRB2"	"5"	148206156	148208197	"154"
"307"	"CSNK1A1"	"5"	148875457	148931115	"1452"
"308"	"TNIP1"	"5"	150409504	150467221	"10318"
"309"	"G3BP1"	"5"	151151476	151184915	"10146"
"310"	"STK10"	"5"	171469074	171615346	"6793"
"311"	"CLTB"	"5"	175819456	175843570	"1212"
"312"	"FGFR4"	"5"	176513873	176525143	"2264"
"313"	"PRR7"	"5"	176873796	176883287	"80758"
"314"	"SQSTM1"	"5"	179233388	179265077	"8878"
"315"	"TBC1D9B"	"5"	179289071	179334856	"23061"
"316"	"MAPK9"	"5"	179660595	179719071	"5601"
"317"	"DUSP22"	"6"	292057	351355	"56940"
"318"	"BPHL"	"6"	3118610	3153432	"670"
"319"	"TFAP2A"	"6"	10396916	10419797	"7020"
"320"	"EDN1"	"6"	12290529	12297427	"1906"
"321"	"GFOD1"	"6"	13363587	13487869	"54438"
"322"	"MCUR1"	"6"	13786781	13814792	"63933"
"323"	"SOX4"	"6"	21593972	21598849	"6659"
"324"	"GMNN"	"6"	24775159	24786325	"51053"
"325"	"LRRC16A"	"6"	25279656	25620758	NA
"326"	"HIST1H2BK"	"6"	27106072	27114637	"85236"
"327"	"ABCF1"	"6"	30539170	30559309	"23"
"328"	"IER3"	"6"	30710976	30712327	"8870"
"329"	"DDR1"	"6"	30850390	30867933	"780"
"330"	"HSPA1A"	"6"	31783291	31785719	"3303"
"331"	"SKIV2L"	"6"	31926581	31937532	"6499"
"332"	"HLA-DRA"	"6"	32407619	32412826	"3122"
"333"	"PSMB8"	"6"	32808494	32812712	"5696"
"334"	"HLA-DMA"	"6"	32916391	32920899	"3108"
"335"	"DAXX"	"6"	33286335	33290793	"1616"
"336"	"SPDEF"	"6"	34505579	34524110	"25803"
"337"	"PPARD"	"6"	35310335	35395968	"5467"
"338"	"MAPK13"	"6"	36098261	36112301	"5603"
"339"	"CDKN1A"	"6"	36644237	36655116	"1026"
"340"	"CCND3"	"6"	41902671	42016632	"896"
"341"	"CNPY3"	"6"	42896860	42907008	"10695"
"342"	"ZNF318"	"6"	43303808	43337181	"24149"
"343"	"POLR1C"	"6"	43484777	43489246	"9533"
"344"	"NFKBIE"	"6"	44225903	44233525	"4794"
"345"	"TNFRSF21"	"6"	47199263	47277683	"27242"
"346"	"MCM3"	"6"	52128812	52149679	"4172"
"347"	"TRAM2"	"6"	52362200	52441862	"9697"
"348"	"ZNF451"	"6"	56954808	57035098	"26036"
"349"	"SENP6"	"6"	76311225	76428001	"26054"
"350"	"SLC35A1"	"6"	88182643	88222057	"10559"
"351"	"UBE2J1"	"6"	90036344	90062619	"51465"
"352"	"ASCC3"	"6"	100956071	101329248	"10973"
"353"	"FOXO3"	"6"	108881026	109005971	"2309"
"354"	"SESN1"	"6"	109307640	109415708	"27244"
"355"	"CDK19"	"6"	110931181	111137088	"23097"
"356"	"FYN"	"6"	111981535	112194655	"2534"
"357"	"HDAC2"	"6"	114257320	114292359	"3066"
"358"	"PTPRK"	"6"	128289924	128841819	"5796"
"359"	"EPB41L2"	"6"	131160488	131384462	"2037"
"360"	"TBPL1"	"6"	134273308	134308638	"9519"
"361"	"MAP7"	"6"	136663419	136871957	"9053"
"362"	"PCMT1"	"6"	150070831	150132557	"5110"
"363"	"ACAT2"	"6"	160182989	160200144	"39"
"364"	"IGF2R"	"6"	160390131	160532534	"3482"
"365"	"MAP3K4"	"6"	161412759	161538417	"4216"
"366"	"TBP"	"6"	170863421	170881958	"6908"
"367"	"PDGFA"	"7"	536897	559481	"5154"
"368"	"GPER1"	"7"	1126443	1133451	"2852"
"369"	"KDELR2"	"7"	6500712	6523849	"11014"
"370"	"RPA3"	"7"	7676194	7758238	"6119"
"371"	"ETV1"	"7"	13930856	14031050	"2115"
"372"	"BZW2"	"7"	16685759	16746148	"28969"
"373"	"SNX13"	"7"	17830385	17980131	"23161"
"374"	"CYCS"	"7"	25158270	25164980	"54205"
"375"	"HOXA5"	"7"	27180671	27183287	"3202"
"376"	"HOXA10"	"7"	27210210	27219880	"3206"
"377"	"SCRN1"	"7"	29959719	30029905	"9805"
"378"	"FKBP14"	"7"	30050199	30066417	"55033"
"379"	"LSM5"	"7"	32524945	32534870	"23658"
"380"	"RALA"	"7"	39663152	39747723	"5898"
"381"	"BLVRA"	"7"	43798272	43846941	"644"
"382"	"YKT6"	"7"	44240578	44253893	"10652"
"383"	"NUDCD3"	"7"	44421965	44530385	"23386"
"384"	"H2AFV"	"7"	44866488	44887725	"94239"
"385"	"IGFBP3"	"7"	45951844	45960871	"3486"
"386"	"IKZF1"	"7"	50343679	50472798	"10320"
"387"	"GRB10"	"7"	50657760	50861159	"2887"
"388"	"EGFR"	"7"	55086725	55275031	"1956"
"389"	"BCL7B"	"7"	72950683	72972065	"9275"
"390"	"STX1A"	"7"	73113535	73134017	"6804"
"391"	"RFC2"	"7"	73645832	73668788	"5982"
"392"	"HSPB1"	"7"	75931875	75933614	"3315"
"393"	"PTPN12"	"7"	77166773	77269388	"5782"
"394"	"GNAI1"	"7"	79764140	79848725	"2770"
"395"	"DMTF1"	"7"	86781677	86825648	"9988"
"396"	"FZD1"	"7"	90893783	90898132	"8321"
"397"	"CDK6"	"7"	92234235	92465941	"1021"
"398"	"SLC25A13"	"7"	95749532	95951459	"10165"
"399"	"CPSF4"	"7"	99036563	99054996	"10898"
"400"	"SERPINE1"	"7"	100770370	100782547	"5054"
"401"	"PLOD3"	"7"	100849258	100861011	"8985"
"402"	"FIS1"	"7"	100882893	100888371	"51024"
"403"	"SYPL1"	"7"	105730814	105753093	"6856"
"404"	"DLD"	"7"	107531552	107561643	"1738"
"405"	"TES"	"7"	115850547	115898837	"26136"
"406"	"ST7"	"7"	116593381	116870075	"7982"
"407"	"CALU"	"7"	128379346	128413477	"813"
"408"	"MEST"	"7"	130126016	130146138	"4232"
"409"	"CNOT4"	"7"	135046547	135194875	"4850"
"410"	"CASP2"	"7"	142985308	143004789	"835"
"411"	"EZH2"	"7"	148504464	148581441	"2146"
"412"	"NOS3"	"7"	150688144	150711687	"4846"
"413"	"RHEB"	"7"	151163098	151217010	"6009"
"414"	"PRKAG2"	"7"	151253201	151574316	"51422"
"415"	"INSIG1"	"7"	155089486	155101945	"3638"
"416"	"UBE3C"	"7"	156931655	157062066	"9690"
"417"	"DNAJB6"	"7"	157129710	157210133	"10049"
"418"	"MSRA"	"8"	9911779	10286401	"4482"
"419"	"FDFT1"	"8"	11653082	11696818	"2222"
"420"	"PCM1"	"8"	17780366	17887457	"5108"
"421"	"ASAH1"	"8"	17913808	17942507	"427"
"422"	"XPO7"	"8"	21777180	21864096	"23039"
"423"	"SORBS3"	"8"	22409251	22433008	"10174"
"424"	"BNIP3L"	"8"	26240523	26270644	"665"
"425"	"PTK2B"	"8"	27168999	27316908	"2185"
"426"	"ZNF395"	"8"	28203102	28243977	"55893"
"427"	"DUSP4"	"8"	29190579	29208267	"1846"
"428"	"GTF2E2"	"8"	30436031	30515738	"2961"
"429"	"EIF4EBP1"	"8"	37888020	37917883	"1978"
"430"	"KAT6A"	"8"	41786997	41909544	"7994"
"431"	"IKBKB"	"8"	42128820	42190171	"3551"
"432"	"POLB"	"8"	42195973	42229331	"5423"
"433"	"CEBPD"	"8"	48649476	48650726	"1052"
"434"	"LYPLA1"	"8"	54958927	55014577	"10434"
"435"	"LYN"	"8"	56792386	56925006	"4067"
"436"	"MTFR1"	"8"	66556888	66622798	"9650"
"437"	"RRS1"	"8"	67341263	67342968	"23212"
"438"	"CPNE3"	"8"	87526656	87573726	"8895"
"439"	"DECR1"	"8"	91013580	91064227	"1666"
"440"	"CCNE2"	"8"	95892453	95907482	"9134"
"441"	"MTERF3"	"8"	97251626	97273841	"51001"
"442"	"POLR2K"	"8"	101162839	101166230	"5440"
"443"	"EXT1"	"8"	118811602	119124058	"2131"
"444"	"TBC1D31"	"8"	124084920	124164392	"93594"
"445"	"KIAA0196"	"8"	126036503	126104061	NA
"446"	"TRIB1"	"8"	126442563	126450647	"10221"
"447"	"MYC"	"8"	128748315	128753680	"4609"
"448"	"PTK2"	"8"	141668481	142011412	"5747"
"449"	"TSTA3"	"8"	144694788	144699732	"7264"
"450"	"PUF60"	"8"	144898514	144911556	"22827"
"451"	"EXOSC4"	"8"	145133522	145135551	"54512"
"452"	"VPS28"	"8"	145648984	145653946	"51160"
"453"	"PSIP1"	"9"	15464065	15511017	"11168"
"454"	"RRAGA"	"9"	19049372	19051021	"10670"
"455"	"RPS6"	"9"	19376254	19380235	"6194"
"456"	"KLHL9"	"9"	21331018	21335429	"55958"
"457"	"CDKN2A"	"9"	21967751	21994490	"1029"
"458"	"TESK1"	"9"	35605281	35610038	"7016"
"459"	"MELK"	"9"	36572859	36677680	"9833"
"460"	"SHB"	"9"	37915895	38069210	"6461"
"461"	"TMEM2"	"9"	74298282	74383800	"23670"
"462"	"TLE1"	"9"	84198598	84304450	"7088"
"463"	"CTSL"	"9"	90340974	90346384	"1514"
"464"	"SYK"	"9"	93563962	93660842	"6850"
"465"	"NFIL3"	"9"	94171327	94186908	"4783"
"466"	"TEX10"	"9"	103064357	103115259	"54881"
"467"	"IKBKAP"	"9"	111629800	111696608	"8518"
"468"	"CTNNAL1"	"9"	111704849	111775874	"8727"
"469"	"PRPF4"	"9"	116037914	116055185	"9128"
"470"	"TLR4"	"9"	120466453	120479769	"7099"
"471"	"C5"	"9"	123714614	123837452	"727"
"472"	"STXBP1"	"9"	130374486	130454995	"6812"
"473"	"FPGS"	"9"	130565137	130576360	"2356"
"474"	"DNM1"	"9"	130965634	131017527	"1759"
"475"	"SPTAN1"	"9"	131314837	131395944	"6709"
"476"	"TOR1A"	"9"	132575221	132586441	"1861"
"477"	"ABL1"	"9"	133589268	133763062	"25"
"478"	"RALGDS"	"9"	135973107	136024607	"5900"
"479"	"SLC2A6"	"9"	136336216	136344276	"11182"
"480"	"MRPS2"	"9"	138392477	138396519	"51116"
"481"	"NOTCH1"	"9"	139388896	139440238	"4851"
"482"	"NPDC1"	"9"	139933909	139940676	"56654"
"483"	"NET1"	"10"	5454514	5501019	"10276"
"484"	"PRKCQ"	"10"	6469105	6622263	"5588"
"485"	"GATA3"	"10"	8096667	8117164	"2625"
"486"	"USP6NL"	"10"	11502509	11653788	"9712"
